"creation_date","entity_id","position","impacto","morada","motivo","periodos_condicionamentos","restricao_circulacao","periodos_condicionamentos['date_max']"
"2024-09-26T11:05:56.000Z","EMEL.condicionamentoTransito.COND-2024-5241-PA-3","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.177930969,38.744231082],[-9.178043622,38.744266645]]],""type"":""MultiLineString""}]}","Relevante","Estrada de Benfica, 272-272B","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729524600000"",""date_min"":""2024-10-08"",""hour_max"":""16:30:00"",""date_max"":""2024-10-21"",""start_date"":""1728378000000"",""hour_min"":""10:00:00""}]","Estacionamento","[""2024-10-21""]"
"2024-09-26T00:53:06.000Z","EMEL.condicionamentoTransito.COND-2024-5802-A-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.166412652,38.723863813],[-9.16655615,38.723905664]]],""type"":""MultiLineString""}]}","Relevante","Rua do Garcia,10 a 12","RESERVA DE ESTACIONAMENTO","[{""end_date"":""1730678340000"",""date_min"":""2024-10-03"",""hour_max"":""23:59:00"",""date_max"":""2024-11-03"",""start_date"":""1727938800000"",""hour_min"":""08:00:00""}]","Estacionamento","[""2024-11-03""]"
"2024-10-16T10:27:25.000Z","EMEL.condicionamentoTransito.COND-2023-4517-PA-34","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.14573052,38.721995872],[-9.145664136,38.721921583]]],""type"":""MultiLineString""}]}","Relevante","Rua Rodrigues Sampaio,40 - 44\n","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1732725000000"",""date_min"":""2024-11-14"",""hour_max"":""16:30:00"",""date_max"":""2024-11-27"",""start_date"":""1731578400000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-11-27""]"
"2024-10-02T12:52:09.000Z","EMEL.condicionamentoTransito.COND-2024-5937-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.20998858,38.703458035],[-9.209869893,38.703466408]]],""type"":""MultiLineString""}]}","Relevante","Rua Pêro da Covilhã 18","CARGAS E DESCARGAS","[{""end_date"":""1730138400000"",""date_min"":""2024-10-15"",""hour_max"":""18:00:00"",""date_max"":""2024-10-28"",""start_date"":""1728975600000"",""hour_min"":""08:00:00""}]","Estacionamento","[""2024-10-28""]"
"2024-05-16T10:23:03.000Z","EMEL.condicionamentoTransito.COND-2024-3111-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151231528,38.721863563],[-9.151244268,38.721855716]]],""type"":""MultiLineString""}]}","Relevante","Cidade de Lisboa","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1745276340000"",""date_min"":""2024-05-17"",""hour_max"":""23:59:00"",""date_max"":""2025-04-21"",""start_date"":""1715900400000"",""hour_min"":""00:00:00""}]","Estreitamento de via","[""2025-04-21""]"
"2024-09-27T08:50:42.000Z","EMEL.condicionamentoTransito.COND-2024-2034-28","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.155011849,38.730228314],[-9.154955188,38.730186989]]],""type"":""MultiLineString""}]}","Relevante","Parque Eduardo VII - junto à Alameda Cardeal Cerejeira\n","CARGAS E DESCARGAS","[{""end_date"":""1730743200000"",""date_min"":""2024-10-28"",""hour_max"":""18:00:00"",""date_max"":""2024-11-04"",""start_date"":""1730102400000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-11-04""]"
"2024-10-14T21:51:29.000Z","EMEL.condicionamentoTransito.COND-2024-6167-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.139598445,38.710961949],[-9.139618561,38.711056132]]],""type"":""MultiLineString""}]}","Relevante","Rua do Carmo em frente aos Armazéns do Chiado","CONCENTRAÇÃO","[{""end_date"":""1731787200000"",""date_min"":""2024-11-16"",""hour_max"":""20:00:00"",""date_max"":""2024-11-16"",""start_date"":""1731772800000"",""hour_min"":""16:00:00""}]","Passeio","[""2024-11-16""]"
"2024-10-01T12:42:24.000Z","EMEL.condicionamentoTransito.COND-2024-5908-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.150484285,38.724210791],[-9.150461487,38.724187772]]],""type"":""MultiLineString""}]}","Relevante","Rua Duque de Palmela, 43","MUDANÇAS","[{""end_date"":""1729357200000"",""date_min"":""2024-10-14"",""hour_max"":""18:00:00"",""date_max"":""2024-10-19"",""start_date"":""1728892800000"",""hour_min"":""09:00:00""}]","Estacionamento","[""2024-10-19""]"
"2024-08-13T13:09:11.000Z","EMEL.condicionamentoTransito.COND-2024-4967-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.134766499,38.721208549],[-9.13476784,38.721220059],[-9.13476717,38.721220059],[-9.134764487,38.721135829],[-9.134766164,38.721160026],[-9.134763984,38.721134456],[-9.13476784,38.721219797],[-9.134765493,38.721219928],[-9.134763817,38.721135306],[-9.13476717,38.721134783],[-9.134766499,38.721219797],[-9.134765828,38.721189192],[-9.134766499,38.721209595]]],""type"":""MultiLineString""}]}","Relevante","Largo do Intendente Pina Manique {Troço entre a Travessa do Maldonado e a Tv. da Cruz aos Anjos}","OBRA - PASSEIO E ESTACION.","[{""end_date"":""1744995600000"",""date_min"":""2024-08-27"",""hour_max"":""18:00:00"",""date_max"":""2025-04-18"",""start_date"":""1724742000000"",""hour_min"":""08:00:00""}]","Estacionamento","[""2025-04-18""]"
"2024-10-09T10:01:07.000Z","EMEL.condicionamentoTransito.COND-2024-3365-PA-9","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.154903826,38.71952946],[-9.154988856,38.719882361],[-9.155608446,38.719767262],[-9.155654044,38.719723316],[-9.155597717,38.718963662],[-9.155573577,38.718823449],[-9.155546755,38.718496983],[-9.154852063,38.718599527]]],""type"":""MultiLineString""}]}","Relevante","Pátio do Ferreira ao Largo do Rato, Bloco C/Largo Hintze Ribeiro","ACESSO DE VEÍCULOS À OBRA","[{""end_date"":""1730824200000"",""date_min"":""2024-10-22"",""hour_max"":""16:30:00"",""date_max"":""2024-11-05"",""start_date"":""1729587600000"",""hour_min"":""10:00:00""}]","Estacionamento","[""2024-11-05""]"
"2024-10-03T14:45:57.000Z","EMEL.condicionamentoTransito.COND-2024-5820-PA-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.157896814,38.712778503],[-9.157810983,38.71276333]]],""type"":""MultiLineString""}]}","Relevante","Calçada da Estrela, 161-163","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1730824200000"",""date_min"":""2024-10-22"",""hour_max"":""16:30:00"",""date_max"":""2024-11-05"",""start_date"":""1729587600000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-11-05""]"
"2024-10-08T14:17:11.000Z","EMEL.condicionamentoTransito.COND-2024-2031-7","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.147302268,38.721562256],[-9.147192968,38.721437743]]],""type"":""MultiLineString""}]}","Relevante","Avenida da Liberdade, 189\n","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1730219400000"",""date_min"":""2024-10-16"",""hour_max"":""16:30:00"",""date_max"":""2024-10-29"",""start_date"":""1729069200000"",""hour_min"":""10:00:00""}]","Estacionamento","[""2024-10-29""]"
"2024-09-26T15:39:56.000Z","EMEL.condicionamentoTransito.COND-2023-5994-PA-26","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.108010993,38.757137164],[-9.107744113,38.757044088]]],""type"":""MultiLineString""}]}","Relevante","Avenida Marechal Gomes da Costa,19","ACESSO DE VEÍCULOS À OBRA","[{""end_date"":""1730824200000"",""date_min"":""2024-10-22"",""hour_max"":""16:30:00"",""date_max"":""2024-11-05"",""start_date"":""1729587600000"",""hour_min"":""10:00:00""}]","Mantém perfil de via","[""2024-11-05""]"
"2024-09-27T14:33:55.000Z","EMEL.condicionamentoTransito.COND-2024-5861-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.143904334,38.745469404],[-9.143878853,38.74544953]]],""type"":""MultiLineString""}]}","Pouco relevante","RUA INFANTE D. PEDRO Nº 30","MUDANÇAS","[{""end_date"":""1729875600000"",""date_min"":""2024-10-25"",""hour_max"":""18:00:00"",""date_max"":""2024-10-25"",""start_date"":""1729839600000"",""hour_min"":""08:00:00""}]","Mantém perfil de via","[""2024-10-25""]"
"2024-10-08T13:19:00.000Z","EMEL.condicionamentoTransito.COND-2024-6053-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151080769,38.722046058],[-9.151059982,38.722004206]]],""type"":""MultiLineString""}]}","Relevante","Alvalade, Av. Novas, Belém, C. Ourique, Campolide, Carnide, Lumiar, Olivais, S. António e S. D. Benfica","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1729544400000"",""date_min"":""2024-10-08"",""hour_max"":""22:00:00"",""date_max"":""2024-10-21"",""start_date"":""1728370800000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-10-21""]"
"2024-10-07T14:45:43.000Z","EMEL.condicionamentoTransito.COND-2024-6035-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.213620304,38.69223337],[-9.21376112,38.692724296],[-9.213885842,38.693095889],[-9.213754414,38.692725342],[-9.213692723,38.692455282],[-9.213612257,38.69222709],[-9.213687359,38.692459469],[-9.213617621,38.692229183],[-9.213909982,38.693216264],[-9.213751732,38.693324078],[-9.213904618,38.693217311]]],""type"":""MultiLineString""}]}","Relevante","Jardim da Torre de Belém {arruamento junto à Vela Latina}","RESERVA DE ESTACIONAMENTO","[{""end_date"":""1731330000000"",""date_min"":""2024-11-11"",""hour_max"":""13:00:00"",""date_max"":""2024-11-11"",""start_date"":""1731310200000"",""hour_min"":""07:30:00""}]","Estacionamento","[""2024-11-11""]"
"2024-09-17T13:03:20.000Z","EMEL.condicionamentoTransito.COND-2024-4929-PA-3","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.150636254,38.721658629],[-9.15060675,38.721625147]]],""type"":""MultiLineString""}]}","Relevante","Rua Castilho, 17 ","RESERVA DE ESTACIONAMENTO","[{""end_date"":""1729697400000"",""date_min"":""2024-10-10"",""hour_max"":""16:30:00"",""date_max"":""2024-10-23"",""start_date"":""1728550800000"",""hour_min"":""10:00:00""}]","Estacionamento","[""2024-10-23""]"
"2024-10-04T10:01:04.000Z","EMEL.condicionamentoTransito.COND-2024-5983-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151107002,38.722024909],[-9.151088562,38.721989857]]],""type"":""MultiLineString""}]}","Relevante","Vários arruamentos nas freguesias de Alvalade e Areeiro","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1729285200000"",""date_min"":""2024-10-07"",""hour_max"":""22:00:00"",""date_max"":""2024-10-18"",""start_date"":""1728284400000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-10-18""]"
"2024-09-27T21:45:50.000Z","EMEL.condicionamentoTransito.COND-2024-5494-PA-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151480098,38.714537401],[-9.151518654,38.714567224]]],""type"":""MultiLineString""}]}","Relevante","TRAVESSA DA PIEDADE Nº 41","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729697400000"",""date_min"":""2024-10-10"",""hour_max"":""16:30:00"",""date_max"":""2024-10-23"",""start_date"":""1728550800000"",""hour_min"":""10:00:00""}]","Mantém perfil de via","[""2024-10-23""]"
"2024-06-30T01:14:33.000Z","EMEL.condicionamentoTransito.COND-2024-4029-9","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.168759743,38.73093216],[-9.1687812,38.730938437]]],""type"":""MultiLineString""}]}","Relevante","Calçada da Estação -junto à estação ferroviária - {lugar de parque de estacionamento da Estação -Extremo Norte}","RESERVA DE ESTACIONAMENTO","[{""end_date"":""1722268800000"",""date_min"":""2024-07-29"",""hour_max"":""17:00:00"",""date_max"":""2024-07-29"",""start_date"":""1722241800000"",""hour_min"":""09:30:00""},{""end_date"":""1724688000000"",""date_min"":""2024-08-26"",""hour_max"":""17:00:00"",""date_max"":""2024-08-26"",""start_date"":""1724661000000"",""hour_min"":""09:30:00""},{""end_date"":""1727107200000"",""date_min"":""2024-09-23"",""hour_max"":""17:00:00"",""date_max"":""2024-09-23"",""start_date"":""1727080200000"",""hour_min"":""09:30:00""},{""end_date"":""1730134800000"",""date_min"":""2024-10-28"",""hour_max"":""17:00:00"",""date_max"":""2024-10-28"",""start_date"":""1730107800000"",""hour_min"":""09:30:00""},{""end_date"":""1732554000000"",""date_min"":""2024-11-25"",""hour_max"":""17:00:00"",""date_max"":""2024-11-25"",""start_date"":""1732527000000"",""hour_min"":""09:30:00""},{""end_date"":""1734973200000"",""date_min"":""2024-12-23"",""hour_max"":""17:00:00"",""date_max"":""2024-12-23"",""start_date"":""1734946200000"",""hour_min"":""09:30:00""}]","Estacionamento","[""2024-07-29"",""2024-08-26"",""2024-09-23"",""2024-10-28"",""2024-11-25"",""2024-12-23""]"
"2024-10-02T08:59:34.000Z","EMEL.condicionamentoTransito.COND-2023-4261-PA-31","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.153461031,38.706680519],[-9.15355625,38.706681035]]],""type"":""MultiLineString""}]}","Relevante","Avenida Vinte e Quatro de Julho, 52-52H\n","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729783800000"",""date_min"":""2024-10-12"",""hour_max"":""16:30:00"",""date_max"":""2024-10-24"",""start_date"":""1728723600000"",""hour_min"":""10:00:00""}]","Estacionamento","[""2024-10-24""]"
"2024-10-07T13:27:57.000Z","EMEL.condicionamentoTransito.COND-2022-6609-PA-49","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.155616617,38.707592673],[-9.155760115,38.707552905]]],""type"":""MultiLineString""}]}","Relevante","Calçada Marquês de Abrantes, nº 113","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1730392200000"",""date_min"":""2024-10-18"",""hour_max"":""16:30:00"",""date_max"":""2024-10-31"",""start_date"":""1729242000000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-31""]"
"2024-10-01T12:49:00.000Z","EMEL.condicionamentoTransito.COND-2024-4502-PA-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.169107652,38.732270503],[-9.16820643,38.731504705],[-9.168190337,38.731379163],[-9.168292261,38.731132265],[-9.169204212,38.729671778],[-9.169815755,38.729190523],[-9.16977284,38.72897291],[-9.169531441,38.728688339],[-9.16959045,38.728537684],[-9.170389748,38.728056421]]],""type"":""MultiLineString""}]}","Relevante","CALÇADA DA ESTAÇÃO ","PINTURAS","[{""end_date"":""1730354400000"",""date_min"":""2024-10-07"",""hour_max"":""06:00:00"",""date_max"":""2024-10-31"",""start_date"":""1728334800000"",""hour_min"":""22:00:00""}]","Estreitamento de via","[""2024-10-31""]"
"2024-09-30T09:42:58.000Z","EMEL.condicionamentoTransito.COND-2024-5871-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.214132148,38.697277902],[-9.214189815,38.697286275]]],""type"":""MultiLineString""}]}","Relevante","  Rua São Francico Xavier nº 18","REP. DE COLECTOR/RAMAL- FAIXA DE RODAGEM","[{""end_date"":""1729787400000"",""date_min"":""2024-10-17"",""hour_max"":""17:30:00"",""date_max"":""2024-10-24"",""start_date"":""1729148400000"",""hour_min"":""08:00:00""}]","Corte total","[""2024-10-24""]"
"2024-10-08T13:20:31.000Z","EMEL.condicionamentoTransito.COND-2024-6053-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151076947,38.722050558],[-9.151054819,38.722006089]]],""type"":""MultiLineString""}]}","Relevante","Vários arruamentos nas freguesias do Beato, C. Ourique, Campolide, Estrela, Marvila e S. Vicente","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1729524600000"",""date_min"":""2024-10-08"",""hour_max"":""16:30:00"",""date_max"":""2024-10-21"",""start_date"":""1728378000000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-21""]"
"2024-10-03T13:51:33.000Z","EMEL.condicionamentoTransito.COND-2024-5962-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.112091761,38.732141546],[-9.112087738,38.732162469]]],""type"":""MultiLineString""}]}","Relevante","Rua Dom Francisco D`Eça, 35","BETONAGENS","[{""end_date"":""1729179000000"",""date_min"":""2024-10-17"",""hour_max"":""16:30:00"",""date_max"":""2024-10-17"",""start_date"":""1729155600000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-17""]"
"2024-10-04T10:02:42.000Z","EMEL.condicionamentoTransito.COND-2024-5983-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.151105091,38.722026635],[-9.151086651,38.721992107]]],""type"":""MultiLineString""}]}","Relevante","Alvalade, Arroios, Av. Novas, Belém, C. Ourique, Carnide, Estrela, Lumiar, Marvila, Olivais, P. França, S. M. Maior, ...","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1729890000000"",""date_min"":""2024-10-12"",""hour_max"":""22:00:00"",""date_max"":""2024-10-25"",""start_date"":""1728716400000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-10-25""]"
"2024-06-03T13:31:31.000Z","EMEL.condicionamentoTransito.COND-2024-872-PA-3","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.147052413,38.754879911],[-9.14731661,38.754795198]]],""type"":""MultiLineString""}]}","Relevante","Rua Eugénio dos Santos,14-16","RESERVA DE ESTACIONAMENTO","[{""end_date"":""1732726800000"",""date_min"":""2024-09-17"",""hour_max"":""17:00:00"",""date_max"":""2024-11-27"",""start_date"":""1726556400000"",""hour_min"":""08:00:00""}]","Estacionamento","[""2024-11-27""]"
"2024-06-30T00:43:26.000Z","EMEL.condicionamentoTransito.COND-2024-4029-8","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.133953819,38.707052313],[-9.133913586,38.707066965]]],""type"":""MultiLineString""}]}","Relevante","Avenida Infante Dom Henrique - Terreiro do Paço- Junto á Estação fluvial no recorte de tomada e largada passageiros","RESERVA DE ESTACIONAMENTO","[{""end_date"":""1719936000000"",""date_min"":""2024-07-02"",""hour_max"":""17:00:00"",""date_max"":""2024-07-02"",""start_date"":""1719909000000"",""hour_min"":""09:30:00""},{""end_date"":""1722960000000"",""date_min"":""2024-08-06"",""hour_max"":""17:00:00"",""date_max"":""2024-08-06"",""start_date"":""1722933000000"",""hour_min"":""09:30:00""},{""end_date"":""1725984000000"",""date_min"":""2024-09-10"",""hour_max"":""17:00:00"",""date_max"":""2024-09-10"",""start_date"":""1725957000000"",""hour_min"":""09:30:00""},{""end_date"":""1728403200000"",""date_min"":""2024-10-08"",""hour_max"":""17:00:00"",""date_max"":""2024-10-08"",""start_date"":""1728376200000"",""hour_min"":""09:30:00""},{""end_date"":""1731430800000"",""date_min"":""2024-11-12"",""hour_max"":""17:00:00"",""date_max"":""2024-11-12"",""start_date"":""1731403800000"",""hour_min"":""09:30:00""},{""end_date"":""1733245200000"",""date_min"":""2024-12-03"",""hour_max"":""17:00:00"",""date_max"":""2024-12-03"",""start_date"":""1733218200000"",""hour_min"":""09:30:00""}]","Estacionamento","[""2024-07-02"",""2024-08-06"",""2024-09-10"",""2024-10-08"",""2024-11-12"",""2024-12-03""]"
"2024-09-27T10:44:24.000Z","EMEL.condicionamentoTransito.COND-2024-5846-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.20455519,38.713767704],[-9.204607493,38.713726893]]],""type"":""MultiLineString""}]}","Relevante","Rua Raúl Proença {Bairro do Caramão da Ajuda, Moradia 331D}, 72\n","BETONAGENS","[{""end_date"":""1729783800000"",""date_min"":""2024-10-24"",""hour_max"":""16:30:00"",""date_max"":""2024-10-24"",""start_date"":""1729760400000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-24""]"
"2024-09-27T13:02:09.000Z","EMEL.condicionamentoTransito.COND-2024-5091-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.201253969,38.745904499],[-9.20125531,38.745866844]]],""type"":""MultiLineString""}]}","Relevante","Rua Maestro Raul Ferrão 2","BETONAGENS","[{""end_date"":""1729697400000"",""date_min"":""2024-10-10"",""hour_max"":""16:30:00"",""date_max"":""2024-10-23"",""start_date"":""1728550800000"",""hour_min"":""10:00:00""}]","Cortes temporários","[""2024-10-23""]"
"2024-09-27T09:41:14.000Z","EMEL.condicionamentoTransito.COND-2024-2034-39","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.09259119,38.762543574],[-9.092592531,38.762521876]]],""type"":""MultiLineString""}]}","Relevante","Passeio do Neptuno {Junto ao Teleférico}\n","CARGAS E DESCARGAS","[{""end_date"":""1730743260000"",""date_min"":""2024-10-28"",""hour_max"":""18:01:00"",""date_max"":""2024-11-04"",""start_date"":""1730102400000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-11-04""]"
"2024-10-16T14:12:17.000Z","EMEL.condicionamentoTransito.COND-2024-6215-1","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.109537619,38.768171434],[-9.104806203,38.767690438]]],""type"":""MultiLineString""}]}","Relevante","Av. Berlim {Troço entre a Av. Infante Dom Henrique e a Praça Baden Powell} ","OBRAS NO SUBSOLO - FAIXA DE RODAGEM","[{""end_date"":""1733011140000"",""date_min"":""2024-10-16"",""hour_max"":""23:59:00"",""date_max"":""2024-11-30"",""start_date"":""1729094400000"",""hour_min"":""17:00:00""}]","Corte total","[""2024-11-30""]"
"2024-10-08T09:37:37.000Z","EMEL.condicionamentoTransito.COND-2024-2881-PA-12","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.098582709,38.748133725],[-9.098357404,38.748091887],[-9.098175013,38.748070969],[-9.098035539,38.748041682],[-9.098470337,38.74810836],[-9.097992903,38.748040821],[-9.097810513,38.747973881],[-9.098380124,38.746064865],[-9.098410611,38.745931871],[-9.098470367,38.745754399],[-9.098530421,38.745566533],[-9.0986994,38.745482855],[-9.098841557,38.745431603],[-9.099600623,38.744928488],[-9.099091003,38.744742303],[-9.09923316,38.744349012],[-9.099292169,38.744210941],[-9.09930558,38.744148182],[-9.099348495,38.744084376],[-9.099390069,38.744017432],[-9.099431643,38.743855303]]],""type"":""MultiLineString""}]}","Relevante","Rua da Cintura do Porto de Lisboa, Fábrica| Praceta B à Matinha, Fábrica | Avenida Infante D. Henrique\n","BETONAGENS","[{""end_date"":""1731688200000"",""date_min"":""2024-11-04"",""hour_max"":""16:30:00"",""date_max"":""2024-11-15"",""start_date"":""1730714400000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-11-15""]"
"2024-10-04T11:04:46.000Z","EMEL.condicionamentoTransito.COND-2024-1165-PA-17","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.142257488,38.706999347],[-9.142366788,38.706970567]]],""type"":""MultiLineString""}]}","Relevante","Rua Bernardino Costa, 7-13","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1730910600000"",""date_min"":""2024-10-23"",""hour_max"":""16:30:00"",""date_max"":""2024-11-06"",""start_date"":""1729674000000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-11-06""]"
"2024-10-01T09:47:58.000Z","EMEL.condicionamentoTransito.COND-2024-5229-PA-4","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.137467904,38.711179063],[-9.137477291,38.711197899]]],""type"":""MultiLineString""}]}","Relevante","Rua dos Correeiros 101,","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729839600000"",""date_min"":""2024-10-14"",""hour_max"":""08:00:00"",""date_max"":""2024-10-25"",""start_date"":""1728882000000"",""hour_min"":""06:00:00""}]","Estacionamento","[""2024-10-25""]"
"2023-12-21T15:27:29.000Z","EMEL.condicionamentoTransito.COND-2021-5637-P-3","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.21268113,38.694114903],[-9.212327078,38.69417038]]],""type"":""MultiLineString""}]}","Relevante","Avenida da India, 172","OBRA - PASSEIO E ESTACION.","[{""end_date"":""1735689540000"",""date_min"":""2024-01-01"",""hour_max"":""23:59:00"",""date_max"":""2024-12-31"",""start_date"":""1704067200000"",""hour_min"":""00:00:00""}]","Mantém perfil de via","[""2024-12-31""]"
"2024-09-19T01:23:38.000Z","EMEL.condicionamentoTransito.COND-2024-2505-PA-12","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.149363092,38.713622552],[-9.149368456,38.713649759],[-9.149266533,38.713669641],[-9.149204842,38.713470818],[-9.149321518,38.713449889],[-9.149369798,38.713651852]]],""type"":""MultiLineString""}]}","Relevante","Travessa do Arco de Jesus,9 e Rua da Academia das Ciências","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1729870200000"",""date_min"":""2024-10-14"",""hour_max"":""16:30:00"",""date_max"":""2024-10-25"",""start_date"":""1728896400000"",""hour_min"":""10:00:00""}]","Estacionamento","[""2024-10-25""]"
"2024-09-19T01:34:01.000Z","EMEL.condicionamentoTransito.COND-2023-1397-PA-37","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.161302179,38.709552229],[-9.161256582,38.709573159]]],""type"":""MultiLineString""}]}","Relevante","Rua da Lapa, 93","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1730133000000"",""date_min"":""2024-10-15"",""hour_max"":""16:30:00"",""date_max"":""2024-10-28"",""start_date"":""1728982800000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-28""]"
"2024-09-26T13:09:19.000Z","EMEL.condicionamentoTransito.COND-2024-5472-P-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.149000401,38.721914463],[-9.148957485,38.721948992]]],""type"":""MultiLineString""}]}","Relevante","Rua Rosa Araújo, 37,","CARGAS E DESCARGAS/OBRAS","[{""end_date"":""1729524600000"",""date_min"":""2024-10-08"",""hour_max"":""16:30:00"",""date_max"":""2024-10-21"",""start_date"":""1728378000000"",""hour_min"":""10:00:00""}]","Estacionamento","[""2024-10-21""]"
"2024-09-17T23:52:37.000Z","EMEL.condicionamentoTransito.COND-2023-5357-PA-27","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.147345042,38.740105741],[-9.147487199,38.740101034]]],""type"":""MultiLineString""}]}","Relevante","Av. Barbosa du Bocage, 65 a 67,","BETONAGENS/CARGAS DESCARGAS","[{""end_date"":""1729611000000"",""date_min"":""2024-10-09"",""hour_max"":""16:30:00"",""date_max"":""2024-10-22"",""start_date"":""1728464400000"",""hour_min"":""10:00:00""}]","Estreitamento de via","[""2024-10-22""]"
"2024-10-14T10:24:45.000Z","EMEL.condicionamentoTransito.COND-2024-5292-PA-2","{""type"":""GeometryCollection"",""geometries"":[{""coordinates"":[[[-9.194376206,38.769626712],[-9.194120055,38.769704087],[-9.194054341,38.769511693]]],""type"":""MultiLineString""}]}","Relevante","Rua Professor Lindley Cintra /Rua Professor Arsénio Nunes ","OBRA - FAIXA DE RODAGEM","[{""end_date"":""1731261600000"",""date_min"":""2024-10-14"",""hour_max"":""18:00:00"",""date_max"":""2024-11-10"",""start_date"":""1728889200000"",""hour_min"":""08:00:00""}]","Estreitamento de via","[""2024-11-10""]"
